index,Long,Lat,UTM_X,UTM_Y,Cov_00
0,127.07797409999999,37.5414556,330197.67606292485,4156676.350195057,0.000225
1,127.07797439999999,37.5414561,330197.7037036229,4156676.4051328725,0.000225
2,127.07797479999999,37.5414566,330197.74017973285,4156676.4598900187,0.000225
3,127.077975,37.541457199999996,330197.7592119138,4156676.526104467,0.000225
4,127.07797559999999,37.541457799999996,330197.81358573365,4156676.591596241,0.000225
5,127.07797599999999,37.5414585,330197.8505156289,4156676.6685453174,0.000256
6,127.0779766,37.5414593,330197.9053432361,4156676.756229019,0.000256
7,127.0779771,37.541460099999995,330197.9513354305,4156676.844093392,0.000225
8,127.07797769999999,37.5414612,330198.00684371294,4156676.96506499,0.00019600000000000002
9,127.0779783,37.5414623,330198.0623519961,4156677.086036587,0.00019600000000000002
10,127.0779791,37.5414635,330198.13575798913,4156677.217742812,0.00019600000000000002
11,127.0779798,37.5414649,330198.2007823547,4156677.371821636,0.00019600000000000002
12,127.0779805,37.541466299999996,330198.2658067203,4156677.525900458,0.00019600000000000002
13,127.07798109999999,37.5414679,330198.3224494585,4156677.702351881,0.00019600000000000002
14,127.0779816,37.5414694,330198.37002989545,4156677.867888007,0.00019600000000000002
15,127.0779821,37.5414712,330198.4182910069,4156678.0667120274,0.00019600000000000002
16,127.0779824,37.541472899999995,330198.4486544098,4156678.2548014186,0.00019600000000000002
17,127.07798269999999,37.541474699999995,330198.4792447021,4156678.4539867765,0.00019600000000000002
18,127.0779828,37.5414765,330198.4921641781,4156678.6535334717,0.00019600000000000002
19,127.0779828,37.541478399999995,330198.49647513917,4156678.864356797,0.00019600000000000002
20,127.07798249999999,37.541480199999995,330198.4740529839,4156679.0646261647,0.00019600000000000002
21,127.0779821,37.541482099999996,330198.44302231836,4156679.276172165,0.00019600000000000002
22,127.0779817,37.5414838,330198.411537869,4156679.4655262367,0.00019600000000000002
23,127.07798129999999,37.5414856,330198.38028031203,4156679.6659762734,0.00019600000000000002
24,127.07798079999999,37.5414871,330198.339506674,4156679.8333190843,0.00019600000000000002
25,127.0779805,37.541489,330198.3173114222,4156680.044684417,0.00019600000000000002
26,127.0779798,37.541490599999996,330198.2590938668,4156680.22348453,0.00019600000000000002
27,127.077979,37.5414923,330198.19226780394,4156680.4135612794,0.00019600000000000002
28,127.0779779,37.541494,330198.0989355255,4156680.6041800333,0.00019600000000000002
29,127.0779769,37.5414957,330198.014438657,4156680.7946181204,0.00019600000000000002
30,127.0779755,37.541497299999996,330197.8943732785,4156680.97468292,0.00019600000000000002
31,127.0779742,37.5414987,330197.7826895226,4156681.1323751234,0.00019600000000000002
32,127.0779728,37.5414998,330197.6614896822,4156681.256960103,0.00019600000000000002
33,127.07797149999999,37.541500899999996,330197.5491252524,4156681.3813644163,0.00019600000000000002
34,127.0779702,37.5415017,330197.4360801431,4156681.472480837,0.00019600000000000002
35,127.0779688,37.5415025,330197.31419963174,4156681.563777928,0.00019600000000000002
36,127.07796739999999,37.541503299999995,330197.192319123,4156681.6550750216,0.000256
37,127.0779659,37.541503999999996,330197.0613763178,4156681.7354568224,0.000225
38,127.0779644,37.5415047,330196.9304335128,4156681.8158386247,0.000256
39,127.0779628,37.541505099999995,330196.7899746227,4156681.8631132073,0.000225
40,127.07796119999999,37.5415056,330196.6497426273,4156681.921483756,0.000256
41,127.07795949999999,37.541506,330196.50044833624,4156681.9689390133,0.000256
42,127.0779577,37.5415063,330196.34209174686,4156682.0054789786,0.000225
43,127.07795589999999,37.541506399999996,330196.18328136444,4156682.019827018,0.00019600000000000002
44,127.07795399999999,37.5415066,330196.01586247457,4156682.045451697,0.00019600000000000002
45,127.0779522,37.5415067,330195.85705209547,4156682.0597997424,0.00019600000000000002
46,127.0779503,37.5415068,330195.6894063103,4156682.0743284626,0.00019600000000000002
47,127.0779482,37.5415066,330195.503409029,4156682.055930636,0.00019600000000000002
48,127.07794639999999,37.5415065,330195.3441448539,4156682.0480867615,0.00019600000000000002
49,127.07794439999999,37.541506,330195.1663022805,4156681.996220377,0.000225
50,127.0779426,37.5415056,330195.0063574131,4156681.955088615,0.00019600000000000002
