index,Long,Lat,UTM_X,UTM_Y
0,127.08045299999999,37.5408074,330415.22819211776,4156599.950467974
1,127.0804531,37.5408075,330415.2372541984,4156599.961383498
2,127.0804532,37.5408075,330415.24608968175,4156599.9612030634
3,127.0804532,37.5408076,330415.24631627905,4156599.9722990226
4,127.0804532,37.5408076,330415.24631627905,4156599.9722990226
5,127.0804532,37.5408076,330415.24631627905,4156599.9722990226
6,127.0804531,37.5408076,330415.2374807957,4156599.9724794575
7,127.0804531,37.5408076,330415.2374807957,4156599.9724794575
8,127.0804531,37.5408076,330415.2374807957,4156599.9724794575
9,127.08045329999999,37.5408076,330415.2551517624,4156599.9721185877
10,127.0804532,37.5408075,330415.24608968175,4156599.9612030634
11,127.0804532,37.5408075,330415.24608968175,4156599.9612030634
12,127.0804532,37.5408075,330415.24608968175,4156599.9612030634
13,127.0804532,37.5408074,330415.24586308445,4156599.9501071046
14,127.0804532,37.5408075,330415.24608968175,4156599.9612030634
15,127.0804532,37.5408075,330415.24608968175,4156599.9612030634
16,127.08045329999999,37.5408075,330415.2549251651,4156599.9610226285
17,127.08045329999999,37.5408075,330415.2549251651,4156599.9610226285
18,127.08045329999999,37.5408074,330415.2546985678,4156599.9499266697
19,127.08045329999999,37.5408074,330415.2546985678,4156599.9499266697
20,127.0804532,37.5408074,330415.24586308445,4156599.9501071046
21,127.0804532,37.5408076,330415.24631627905,4156599.9722990226
22,127.0804532,37.540807799999996,330415.2467694736,4156599.9944909406
23,127.0804532,37.5408081,330415.24744926544,4156600.0277788187
24,127.0804531,37.5408085,330415.23952017137,4156600.07234309
25,127.0804532,37.5408088,330415.24903544644,4156600.1054505343
26,127.0804532,37.5408093,330415.25016843295,4156600.1609303304
27,127.0804532,37.5408097,330415.2510748221,4156600.2053141673
28,127.0804532,37.540810199999996,330415.25220780855,4156600.2607939634
29,127.0804532,37.5408112,330415.25447378156,4156600.3717535567
30,127.08045329999999,37.5408118,330415.26466884825,4156600.438148878
31,127.08045329999999,37.540812599999995,330415.26648162655,4156600.5269165514
32,127.08045349999999,37.5408142,330415.2877781484,4156600.704091032
33,127.0804536,37.5408149,330415.29819981416,4156600.781582312
34,127.08045369999999,37.540815699999996,330415.3088480747,4156600.8701695506
35,127.0804539,37.5408165,330415.3283318174,4156600.9585763556
36,127.0804539,37.5408174,330415.33037119266,4156601.058439989
37,127.08045419999999,37.5408184,330415.3591436113,4156601.168858279
38,127.08045399999999,37.540819299999995,330415.3435120224,4156601.269082781
39,127.0804544,37.5408202,330415.380893325,4156601.368224677
40,127.0804543,37.540821199999996,330415.37432381534,4156601.4793647043
41,127.08045449999999,37.540822,330415.3938075565,4156601.5677715098
42,127.0804546,37.540822999999996,330415.40490901226,4156601.678550667
43,127.0804548,37.540824,330415.42484594695,4156601.789149393
44,127.0804548,37.540825,330415.4271119188,4156601.9001089856
45,127.08045489999999,37.540825999999996,330415.4382133718,4156602.010888144
46,127.0804551,37.5408271,330415.45837690285,4156602.132582828
47,127.08045449999999,37.5408279,330415.40717679233,4156602.22243311
48,127.08045469999999,37.5408294,330415.4282467124,4156602.3885116302
49,127.08045489999999,37.5408305,330415.44841024524,4156602.5102063133
50,127.0804551,37.5408317,330415.4688003727,4156602.642996956
51,127.0804553,37.5408329,330415.4891904996,4156602.775787598
52,127.08045539999999,37.5408342,330415.50097174296,4156602.919854635
53,127.0804555,37.5408355,330415.51275298616,4156603.063921671
54,127.08045569999999,37.5408367,330415.5331431118,4156603.196712315
55,127.08045569999999,37.540838099999995,330415.53631547175,4156603.352055744
56,127.080456,37.5408393,330415.5655410785,4156603.484665953
57,127.080456,37.5408407,330415.5687134382,4156603.640009384
58,127.0804565,37.540842,330415.61583659705,4156603.783354683
59,127.0804565,37.5408434,330415.6190089561,4156603.938698114
60,127.0804567,37.540844799999995,330415.63985227316,4156604.0936806747
61,127.08045689999999,37.540845999999995,330415.6602423955,4156604.2264713184
62,127.080457,37.5408474,330415.672250235,4156604.3816343145
63,127.0804572,37.5408486,330415.6926403565,4156604.5144249573
64,127.08045729999999,37.5408502,330415.70510138717,4156604.6917798733
65,127.0804575,37.5408514,330415.7254915077,4156604.824570517
66,127.0804577,37.540852799999996,330415.7463348218,4156604.9795530788
67,127.08045779999999,37.5408541,330415.7581160604,4156605.1236201157
68,127.0804579,37.5408555,330415.77012389584,4156605.2787831128
69,127.080458,37.5408568,330415.7819051341,4156605.42285015
70,127.0804582,37.540858199999995,330415.8027484487,4156605.577832713
71,127.0804582,37.540859399999995,330415.8054676121,4156605.710984225
72,127.0804584,37.540860699999996,330415.8260843267,4156605.8548708274
73,127.0804586,37.540861899999996,330415.8464744439,4156605.987661471
74,127.08045879999999,37.540863099999996,330415.8668645605,4156606.120452114
75,127.08045899999999,37.540864299999996,330415.88725467667,4156606.2532427586
76,127.0804593,37.5408656,330415.916706868,4156606.396948928
77,127.0804593,37.540866799999996,330415.91942603036,4156606.5301004397
78,127.0804594,37.5408681,330415.9312072659,4156606.6741674785
79,127.08045949999999,37.5408695,330415.9432150957,4156606.829330476
80,127.08045949999999,37.5408708,330415.94616085495,4156606.9735779464
81,127.0804594,37.5408721,330415.9402711408,4156607.118005854
82,127.08045969999999,37.5408732,330415.96927013324,4156607.2395201027
83,127.0804598,37.5408744,330415.980824771,4156607.3724911823
84,127.08045999999999,37.5408756,330416.00121488376,4156607.5052818255
85,127.08046019999999,37.5408769,330416.0218315929,4156607.6491684304
86,127.08046039999999,37.5408779,330416.04176851106,4156607.7597671566
87,127.0804605,37.540879,330416.0530965529,4156607.881642273
88,127.08046089999999,37.540880099999995,330416.0909310166,4156608.002976091
89,127.08046119999999,37.5408812,330416.1199300047,4156608.1244903416
90,127.0804613,37.5408824,330416.13148463983,4156608.2574614217
91,127.08046139999999,37.5408835,330416.1428126781,4156608.3793365397
92,127.0804615,37.5408848,330416.1545939095,4156608.523403578
93,127.08046189999999,37.5408857,330416.1919751762,4156608.622545476
94,127.08046189999999,37.540886799999996,330416.19446773943,4156608.7446010294
95,127.08046309999999,37.540887999999995,330416.3032125875,4156608.8755873344
96,127.08046329999999,37.5408891,330416.3233760989,4156608.9972820203
97,127.0804635,37.5408901,330416.3433130111,4156609.1078807465
98,127.08046359999999,37.540891099999996,330416.35441444954,4156609.218659907
99,127.0804639,37.540892,330416.382960238,4156609.31798224
100,127.08046399999999,37.5408931,330416.39428827225,4156609.43985736
101,127.0804642,37.540894099999996,330416.4142251851,4156609.550456085
102,127.08046449999999,37.540895,330416.442770972,4156609.649778419
103,127.0804649,37.540895899999995,330416.4801522311,4156609.7489203173
104,127.0804649,37.5408969,330416.4824181947,4156609.8598799133
105,127.0804651,37.540897799999996,330416.50212850724,4156609.9593826793
106,127.0804653,37.5408988,330416.5220654181,4156610.0699814074
107,127.0804656,37.5408997,330416.55061120226,4156610.169303739
108,127.08046569999999,37.540900799999996,330416.56193923386,4156610.2911788593
109,127.08046569999999,37.5409018,330416.56420519674,4156610.4021384544
110,127.0804661,37.5409027,330416.60158645164,4156610.5012803534
111,127.0804663,37.5409035,330416.62107016565,4156610.5896871625
112,127.0804666,37.540904499999996,330416.6498425458,4156610.7001054543
113,127.08046669999999,37.5409055,330416.6609439773,4156610.8108846154
114,127.080467,37.5409065,330416.68971635634,4156610.921302909
115,127.0804672,37.540907499999996,330416.709653261,4156611.0319016357
116,127.08046739999999,37.5409085,330416.7295901653,4156611.1425003638
117,127.0804677,37.5409094,330416.7581359466,4156611.2418226977
118,127.08046789999999,37.5409103,330416.7778462515,4156611.3413254656
119,127.080468,37.5409113,330416.7889476856,4156611.452104626
120,127.08046809999999,37.5409122,330416.7998225212,4156611.551787827
121,127.08046829999999,37.5409131,330416.8195328275,4156611.651290596
122,127.08046859999999,37.540914199999996,330416.84853179613,4156611.772804849
123,127.0804687,37.5409153,330416.8598598251,4156611.89467997
124,127.080469,37.5409163,330416.88863219664,4156612.005098264
125,127.0804692,37.5409175,330416.9090222891,4156612.1378889102
126,127.08046929999999,37.5409186,330416.9203503148,4156612.2597640296
127,127.080469,37.5409201,330416.8972428442,4156612.4267447228
128,127.0804692,37.5409213,330416.9176329359,4156612.5595353683
129,127.0804694,37.5409225,330416.93802302715,4156612.6923260153
130,127.0804697,37.5409236,330416.9670219916,4156612.813840268
131,127.08046979999999,37.5409248,330416.9785766123,4156612.946811349
132,127.0804699,37.540926,330416.99013123504,4156613.0797824296
133,127.0804702,37.5409271,330417.0191301977,4156613.201296683
134,127.0804704,37.5409284,330417.03974688245,4156613.3451832887
135,127.08047049999999,37.540929399999996,330417.0508483101,4156613.4559624502
136,127.08047069999999,37.5409309,330417.0719181857,4156613.622040976
137,127.08047099999999,37.5409322,330417.10137033754,4156613.765747149
138,127.08047119999999,37.540933599999995,330417.122213616,4156613.9207297144
139,127.08047149999999,37.540935,330417.1518923621,4156614.0755318482
140,127.08047169999999,37.5409364,330417.1727356415,4156614.2305144137
141,127.080472,37.5409375,330417.2017345987,4156614.352028668
142,127.0804721,37.540939,330417.2139690026,4156614.518287628
143,127.0804725,37.540940299999995,330417.2522566198,4156614.6618133667
144,127.0804725,37.5409417,330417.2554289595,4156614.8171567996
145,127.08047269999999,37.5409431,330417.27627223165,4156614.972139368
146,127.08047289999999,37.540944499999995,330417.29711550765,4156615.127121933
147,127.08047309999999,37.540945799999996,330417.3177321853,4156615.271008541
148,127.0804735,37.5409472,330417.3562463939,4156615.425630241
149,127.08047359999999,37.5409485,330417.36802760116,4156615.5696972804
150,127.0804738,37.5409498,330417.38864427933,4156615.713583889
151,127.08047409999999,37.540951199999995,330417.4183230165,4156615.868386022
152,127.0804744,37.540952399999995,330417.44754856173,4156616.000996237
153,127.0804747,37.540953699999996,330417.47700070404,4156616.144702412
154,127.08047479999999,37.540954899999996,330417.48855531367,4156616.2776734917
155,127.0804751,37.540956099999995,330417.51778085914,4156616.4102837075
156,127.0804754,37.540957299999995,330417.5470064015,4156616.542893923
157,127.0804756,37.540958599999996,330417.5676230731,4156616.68678053
158,127.0804759,37.540959799999996,330417.5968486164,4156616.8193907463
159,127.0804763,37.5409611,330417.6351362171,4156616.962916487
160,127.08047649999999,37.5409623,330417.6555262913,4156617.095707136
161,127.0804768,37.5409636,330417.6849784252,4156617.2394133103
162,127.0804771,37.540964699999996,330417.71397737006,4156617.3609275683
163,127.0804773,37.540966,330417.73459403776,4156617.5048141764
164,127.0804776,37.5409672,330417.76381957415,4156617.6374243917
165,127.0804778,37.5409684,330417.78420964547,4156617.7702150405
166,127.08047819999999,37.5409696,330417.8222706446,4156617.902644824
167,127.0804785,37.5409708,330417.85149618087,4156618.0352550396
168,127.08047889999999,37.540971899999995,330417.8893305829,4156618.156588864
169,127.0804793,37.540973199999996,330417.9276181741,4156618.300114608
170,127.0804795,37.540974399999996,330417.9480082442,4156618.4329052563
171,127.08047979999999,37.540975599999996,330417.97723377496,4156618.565515473
172,127.08048009999999,37.540976799999996,330418.00645930506,4156618.6981256898
173,127.0804805,37.5409779,330418.04429370246,4156618.8194595156
174,127.08048079999999,37.5409791,330418.07351923094,4156618.9520697324
175,127.0804812,37.5409802,330418.1113536287,4156619.0734035578
176,127.0804816,37.5409813,330418.1491880233,4156619.194737383
177,127.08048199999999,37.5409824,330418.18702241697,4156619.3160712076
178,127.0804823,37.5409833,330418.2155681598,4156619.4153935467
179,127.0804824,37.5409842,330418.2264429751,4156619.51507675
180,127.08048269999999,37.5409852,330418.2552153095,4156619.625495049
181,127.08048289999999,37.540986,330418.2746989917,4156619.71390186
182,127.080483,37.540987,330418.285800403,4156619.824681024
183,127.0804833,37.540987799999996,330418.31411954644,4156619.9129074025
184,127.0804833,37.5409888,330418.3163854931,4156620.0238669985
185,127.08048339999999,37.5409899,330418.32771349617,4156620.145742121
186,127.0804836,37.5409917,330418.34946312313,4156620.3451085286
187,127.08048369999999,37.5409927,330418.36056453106,4156620.455887691
188,127.0804838,37.5409936,330418.3714393441,4156620.5555708953
189,127.0804838,37.5409945,330418.37347869575,4156620.6554345307
190,127.080484,37.5409955,330418.3934155643,4156620.7660332634
191,127.08048409999999,37.5409966,330418.40474356606,4156620.887908385
192,127.08048389999999,37.5409977,330418.3895651852,4156621.010324806
193,127.0804842,37.5409986,330418.4181109213,4156621.109647145
194,127.08048459999999,37.5410008,330418.45843784465,4156621.3530365266
195,127.0804845,37.5410018,330418.45186833,4156621.464176553
196,127.0804848,37.5410028,330418.48064065666,4156621.574594853
197,127.0804848,37.5410039,330418.48313319683,4156621.696650408
198,127.0804848,37.541005,330418.48562573706,4156621.818705963
199,127.08048489999999,37.5410061,330418.4969537372,4156621.9405810866
200,127.08048509999999,37.541007,330418.5166640078,4156622.040083858
201,127.08048509999999,37.541008,330418.5189299532,4156622.1510434533
202,127.0804852,37.5410089,330418.52980476373,4156622.250726659
203,127.0804854,37.5410099,330418.5497416302,4156622.3613253892
204,127.08048559999999,37.541011,330418.5699050862,4156622.4830200807
205,127.0804857,37.541012099999996,330418.5812330872,4156622.6048952034
206,127.080486,37.541013199999995,330418.61023200373,4156622.7264094623
207,127.08048609999999,37.5410144,330418.62178659625,4156622.859380546
208,127.0804862,37.5410156,330418.6333411886,4156622.99235163
209,127.08048649999999,37.5410168,330418.6625666978,4156623.1249618484
210,127.08048649999999,37.541018099999995,330418.6655124255,4156623.2692093225
211,127.0804867,37.541019299999995,330418.6859024775,4156623.4019999737
212,127.08048699999999,37.541020599999996,330418.7153545794,4156623.5457061525
213,127.0804872,37.541021799999996,330418.73574462807,4156623.6784968036
214,127.08048729999999,37.541022999999996,330418.7472992184,4156623.8114678864
215,127.08048749999999,37.5410243,330418.7679158606,4156623.955354497
216,127.08048769999999,37.5410256,330418.78853250225,4156624.099241109
217,127.08048799999999,37.5410268,330418.8177580064,4156624.2318513286
218,127.0804881,37.541028,330418.8293125976,4156624.3648224114
219,127.0804884,37.5410293,330418.85876469477,4156624.50852859
220,127.0804886,37.5410304,330418.8789281456,4156624.6302232826
221,127.0804888,37.5410317,330418.89954478684,4156624.7741098944
222,127.0804891,37.541032799999996,330418.9285436935,4156624.895624154
223,127.08048919999999,37.541033899999995,330418.93987168407,4156625.0174992788
224,127.08048939999999,37.541035,330418.9600351354,4156625.1391939702
225,127.08048959999999,37.541036,330418.9799719898,4156625.249792703
226,127.0804898,37.541036999999996,330418.9999088438,4156625.360391436
227,127.08049,37.5410381,330419.02007229376,4156625.482086129
228,127.08049009999999,37.5410391,330419.0311736887,4156625.5928652934
229,127.08049039999999,37.5410401,330419.0599459974,4156625.703283594
230,127.0804905,37.541041199999995,330419.0712739903,4156625.825158717
231,127.08049059999999,37.5410422,330419.08237538673,4156625.935937882
232,127.0804907,37.541044299999996,330419.09596931783,4156626.168772602
233,127.080491,37.5410454,330419.1249682182,4156626.290286864
234,127.08049109999999,37.5410464,330419.13606961374,4156626.401066028
235,127.08049129999999,37.5410475,330419.1562330581,4156626.522760722
236,127.08049129999999,37.541048599999996,330419.1587255923,4156626.6448162766
237,127.08049199999999,37.5410494,330419.2223865298,4156626.732320933
238,127.0804919,37.5410502,330419.2153638267,4156626.8212690414
239,127.0804921,37.5410514,330419.2357538633,4156626.9540596935
240,127.0804921,37.5410525,330419.23824639677,4156627.0761152497
241,127.0804922,37.5410535,330419.2493477906,4156627.186894415
242,127.0804922,37.541054599999995,330419.251840324,4156627.30894997
243,127.08049279999999,37.5410555,330419.30689239345,4156627.4077310194
244,127.08049249999999,37.541056499999996,330419.28265197086,4156627.5192319094
245,127.0804922,37.5410574,330419.2581849549,4156627.61963684
246,127.08049279999999,37.5410585,330419.31369021034,4156627.740609808
247,127.0804927,37.5410594,330419.30689410423,4156627.8406538772
248,127.0804929,37.5410603,330419.3266043564,4156627.94015665
249,127.0804929,37.541061299999996,330419.3288702953,4156628.051116246
250,127.0804931,37.5410621,330419.34835395304,4156628.139523061
251,127.0804931,37.541063199999996,330419.3508464858,4156628.2615786158
252,127.0804934,37.541064,330419.37916559586,4156628.3498050002
253,127.08049349999999,37.5410647,330419.3895872058,4156628.4272962864
254,127.0804938,37.5410657,330419.4183595049,4156628.5377145875
255,127.0804938,37.5410666,330419.4203988493,4156628.6375782248
256,127.0804943,37.541068599999996,330419.46910798806,4156628.858595261
257,127.0804945,37.5410696,330419.48904483044,4156628.9691939955
258,127.08049469999999,37.5410706,330419.50898167246,4156629.079792729
259,127.0804948,37.541071599999995,330419.5200830642,4156629.190571894
260,127.08049489999999,37.5410725,330419.53095785755,4156629.2902550995
