index,Long,Lat,UTM_X,UTM_Y,Cov_00
0,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
1,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
2,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
3,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
4,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
5,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
6,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
7,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
8,127.0776167,37.5413858,330165.939904694,4156669.2509829253,0.00019600000000000002
9,127.0776167,37.5413858,330165.939904694,4156669.2509829253,0.00019600000000000002
10,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
11,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
12,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
13,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
14,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
15,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
16,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
17,127.0776166,37.5413858,330165.93106927525,4156669.251163628,0.00019600000000000002
18,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
19,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
20,127.0776166,37.5413859,330165.93129621074,4156669.262259593,0.00019600000000000002
21,127.0776168,37.5413859,330165.9489670483,4156669.261898188,0.00019600000000000002
22,127.0776171,37.541385999999996,330165.9757002401,4156669.2724520443,0.00019600000000000002
23,127.0776174,37.5413863,330166.00288730266,4156669.305197833,0.00019600000000000002
24,127.077618,37.5413864,330166.05612675264,4156669.315209582,0.00019600000000000002
25,127.0776185,37.541386599999996,330166.1007577168,4156669.3364979997,0.00019600000000000002
26,127.07761909999999,37.5413869,330166.15445103694,4156669.36870168,0.00019600000000000002
27,127.0776197,37.541387199999996,330166.2081443543,4156669.4009053605,0.00019600000000000002
28,127.07762029999999,37.5413873,330166.26138380344,4156669.410917112,0.00019600000000000002
29,127.0776209,37.5413877,330166.3153040551,4156669.4542167597,0.00019600000000000002
